# Dziennik referencyjny
# name 		nazwa instrumentu
# stala 	zawiera informacje czy instrument
#		korzysta z tablic referencyjnych
# value		wartosc stalej
# Miedzy kluczem a znakiem : nie moze byc zadnych
# dodatkowych znakow w tym bia³ych znakow

@name: LCR-G-42
@value: null

0	0.0000	0.99882
100	99.880	0.99870
200	199.75	0.99858
300	299.61	0.99851
400	399.46	0.99846
500	499.31	0.99844
600	599.15	0.99844
700	699.00	0.99844
800	798.84	0.99845
900	898.68	0.99848
1000	998.53	0.99851
1100	1098.38	0.99855
1200	1198.24	0.99861
1300	1298.10	0.99866
1400	1397.97	0.99871
1500	1497.84	0.99877
1600	1597.71	0.99884
1700	1697.60	0.99891
1800	1797.49	0.99897
1900	1897.39	0.99905
2000	1997.29	0.99912
2100	2097.20	0.99921
2200	2197.12	0.99928
2300	2297.05	0.99940
2400	2396.99	0.99952
2500	2496.94	0.99964
2600	2596.91	0.99975
2700	2696.88	0.99984
2800	2796.87	0.99993
2900	2896.86	1.00001
3000	2996.86	1.00012
3100	3096.87	1.00022
3200	3196.89	1.00031
3300	3296.93	1.00043
3400	3396.97	1.00055
3500	3497.02	1.00067
3600	3597.09	1.00079
3700	3697.17	1.00089
3800	3797.26	1.00099
3900	3897.36	1.00110
4000	3997.47	1.00120
4100	4097.59	1.00128
4200	4197.72	1.00137
4300	4297.85	1.00149
4400	4398.00	1.00158
4500	4498.16	1.00168
4600	4598.33	1.00176
4700	4698.50	1.00184
4800	4798.69	1.00190
4900	4898.88	1.00193
5000	4999.07	1.00194
5100	5099.26	1.00193
5200	5199.46	1.00191
5300	5299.65	1.00190
5400	5399.84	1.00187
5500	5500.03	1.00183
5600	5600.21	1.00178
5700	5700.39	1.00173
5800	5800.56	1.00166
5900	5900.73	1.00157
6000	6000.88	1.00147
6100	6101.03	1.00132
6200	6201.16	1.00116
6300	6301.28	1.00097
6400	6401.37	1.00075
6500	6501.45	1.00053
6600	6601.50	1.00030
6700	6701.53	1.00005
6800	6801.54	0.99978
6900	6901.52	0.99951
7000	7001.47	1.00000
