# Dziennik referencyjny
# name 		nazwa instrumentu
# stala 	zawiera informacje czy instrument
#		korzysta z tablic referencyjnych
# value		wartosc stalej
# Miedzy kluczem a znakiem : nie moze byc zadnych
# dodatkowych znakow w tym bia³ych znakow

@name: LCR-G-67
@value: null

0	0.0000	1.03175
100	103.18	1.03180
200	206.36	1.03190
300	309.54	1.03195
400	412.74	1.03195
500	515.93	1.03190
600	619.12	1.03180
700	722.30	1.03170
800	825.47	1.03160
900	928.63	1.03155
1000	1031.79	1.03150
1100	1134.94	1.03150
1200	1238.09	1.03155
1300	1341.24	1.03170
1400	1444.41	1.03170
1500	1547.58	1.03175
1600	1650.76	1.03170
1700	1753.93	1.03165
1800	1857.09	1.03165
1900	1960.26	1.03165
2000	2063.42	1.03175
2100	2166.60	1.03190
2200	2269.79	1.03200
2300	2372.99	1.03210
2400	2476.20	1.03215
2500	2579.41	1.03225
2600	2682.64	1.03230
2700	2785.87	1.03240
2800	2889.11	1.03245
2900	2992.36	1.03250
3000	3095.61	1.03255
3100	3198.86	1.03260
3200	3302.12	1.03270
3300	3405.39	1.03275
3400	3508.66	1.03275
3500	3611.94	1.03280
3600	3715.22	1.03285
3700	3818.51	1.03285
3800	3921.79	1.03290
3900	4025.08	1.03290
4000	4128.38	1.03295
4100	4231.67	1.03295
4200	4334.97	1.03295
4300	4438.26	1.03300
4400	4541.56	1.03300
4500	4644.86	1.03300
4600	4748.16	1.03300
4700	4851.46	1.03300
4800	4954.76	1.03300
4900	5058.06	1.03300
5000	5161.36	1.03295
5100	5264.66	1.03295
5200	5367.95	1.03290
5300	5471.24	1.03280
5400	5574.52	1.03275
5500	5677.80	1.03265
5600	5781.06	1.03255
5700	5884.32	1.03235
5800	5987.55	1.03215
5900	6090.77	1.03190
6000	6193.96	1.03175
6100	6297.13	1.03155
6200	6400.29	1.03135
6300	6503.42	1.03105
6400	6606.53	1.03070
6500	6709.60	1.03035
6600	6812.63	1.02990
6700	6915.62	1.02945
6800	7018.57	1.02900
6900	7121.47	1.02850
7000	7224.32	1.00000
